# submitted_item	validated_id	current_symbol
A8DZ27	FBgn0053481	dpr7
A0A0B4JDE6	FBgn0053483	CG33483
Q0E8J4	FBgn0052311	zormin
Q9VFD9	FBgn0038282	dpr9
Q7KTW9	FBgn0270926	AsnS
Q7KSA5	FBgn0067782	att-ORFB
Q7KUG5	FBgn0053489	CG33489
Q9VUI7	FBgn0036459	CG3349
Q8MST3	FBgn0053490	CG33490
A1Z6D6	FBgn0040849	Ir41a
M9PF28	FBgn0053493	CG33493
Q86P02	FBgn0053494	CG33494
P81160	FBgn0250832	Dup99B
X2JCQ7	FBgn0053497	Sdic2
Q9VB47	FBgn0039509	bigmax
Q7KUG9	FBgn0053500	CG33500
Q8SY96	FBgn0052857	CG32857
Q8SY96	FBgn0053502	CG33502
Q8SY96	FBgn0285970	CG32500
Q7KR10	FBgn0053503	Cyp12d1-d
Q8MSW9	FBgn0053505	U3-55K
A1Z9W2	FBgn0053506	CG33506
Q59DZ4	FBgn0261871	dpr2
Q86LG9	FBgn0053508	ppk13
Q59DY1	FBgn0053509	CG33509
Q9VFJ2	FBgn0038234	mRpL11
Q59DY2	FBgn0053510	CG33510
Q59DY3	FBgn0053511	CG33511
Q59DX6	FBgn0053512	dpr4
Q9W581	FBgn0053513	Nmdar2
Q6NLM7	FBgn0053514	CG33514
Q59E13	FBgn0053516	dpr3
Q8IS44	FBgn0053517	Dop2R
A8DYP0	FBgn0053519	Unc-89
P33450	FBgn0001075	ft
Q59DP3	FBgn0250819	CG33521
Q59E33	FBgn0261872	scaf6
Q9VRR4	FBgn0053523	CG33523
A1ZAG6	FBgn0261293	CheB53b
Q7KU01	FBgn0053526	PNUTS
Q6IGX9	FBgn0053527	SIFa
Q86NW1	FBgn0260964	Vmat
Q9VDD0	FBgn0038869	Smyd5
Q6IGA4	FBgn0053530	Acp53C14c
Q59DZ7	FBgn0053531	Ddr
Q59DY6	FBgn0053532	lectin-37Da
Q59DY5	FBgn0053533	lectin-37Db
P16909	FBgn0086915	Mst77F
Q59E38	FBgn0053542	upd3
Q59E14	FBgn0053543	CG33543
A1ZAJ5	FBgn0053544	Vkor
Q59E55	FBgn0259986	nab
Q8INS9	FBgn0250732	gfzf
Q9VEE5	FBgn0053547	Rim
O46040	FBgn0053548	SmydA-8
Q9VR15	FBgn0031619	CG3355
A1ZAG5	FBgn0261292	CheB53a
Q59DY8	FBgn0053552	CG33552
Q8I8U7	FBgn0053554	Nipped-A
Q86C16	FBgn0053556	form3
Q59E67	FBgn0053557	CG33557
A1Z6S0	FBgn0053558	mim
Q9W196	FBgn0034989	CG3356
Q7JUN9	FBgn0033117	CG3358
D3DMM4	FBgn0260745	mfas
Q9VFJ0	FBgn0038236	Cyp313a1
Q9VB49	FBgn0039507	mrt
Q9W197	FBgn0034988	cN-IIIB
A1Z8Z5	FBgn0053626	CG33626
A1Z8Z6	FBgn0053627	CG33627
Q9W198	FBgn0266083	ocm
Q4AB38	FBgn0053630	CG33630
Q4AB37	FBgn0053631	CG33631
Q0E9B1	FBgn0053632	CG33632
Q6II06	FBgn0053635	CG33635
Q9VWX4	FBgn0053639	CG33639
Q4ABG1	FBgn0053640	CG33640
Q4ABG0	FBgn0053641	CG33641
Q4ABF9	FBgn0053642	CG33642
Q4ABF8	FBgn0053643	CG33643
Q4ABF7	FBgn0053644	CG33644
Q4ABF6	FBgn0053645	CG33645
Q4ABJ8	FBgn0053647	CG33647
Q2MGK1	FBgn0053648	CG33648
Q86BL4	FBgn0064115	GatC
B7Z005	FBgn0020304	drongo
Q9VJV8	FBgn0004407	PolG2
Q9NHE5	FBgn0053653	Cadps
Q4AB39	FBgn0053654	CG33654
E1JGQ7	FBgn0250824	CG33655
Q4AB23	FBgn0053658	CG33658
Q2MGP7	FBgn0053664	CG33664
Q2MGP2	FBgn0053665	CG33665
Q2MGP3	FBgn0053666	CG33666
Q2MGP4	FBgn0053667	CG33667
Q2MGP5	FBgn0053668	CG33668
Q2MGP6	FBgn0053669	CG33669
Q9VRE6	FBgn0064123	stg1
Q7K2V9	FBgn0061359	CG33671
A1Z933	FBgn0061360	CG33672
Q4ABI5	FBgn0053673	CG33673
Q76NP9	FBgn0067622	LSm-4
Q4ABF4	FBgn0053679	CG33679
Q9VB48	FBgn0039508	CG3368
Q4ABK2	FBgn0053680	CG33680
Q4ABJ3	FBgn0053687	CG33687
Q4ABJ2	FBgn0053688	CG33688
Q4ABJ1	FBgn0053689	CG33689
Q9VKH9	FBgn0040233	cana
Q8IPA8	FBgn0052831	CG33695
Q9VT27	FBgn0053696	CNMaR
Q4AB33	FBgn0261291	CheA86a
Q4ABI6	FBgn0053700	CG33700
Q4ABI7	FBgn0053702	CG33702
Q4ABI8	FBgn0053703	CG33703
Q4ABK3	FBgn0053704	CG33704
P82701	FBgn0067903	IM18
Q9W0N9	FBgn0035153	ebd1
Q4ABJ9	FBgn0053710	CG33710
Q9VRG6	FBgn0064116	anox
Q0KHQ1	FBgn0064117	SLIRP1
Q9GN97	FBgn0260458	PGRP-LD
Q8IQ56	FBgn0044419	Pmi
Q9VHL6	FBgn0046874	Pif1B
Q0KI29	FBgn0053721	CG33721
Q6NL44	FBgn0064126	CG33722
Q4ABG8	FBgn0053723	CG33723
A1ZBB5	FBgn0262595	CheA56a
Q4ABI9	FBgn0053725	CG33725
Q9VB46	FBgn0015737	Hmu
P82891	FBgn0040076	primo-2
P82890	FBgn0040077	primo-1
A1Z922	FBgn0053752	CG33752
Q9U5V6	FBgn0028377	gdl-ORF39
P22468	FBgn0001099	gdl
A1Z7U8	FBgn0053757	CG33757
A1Z7U7	FBgn0053758	CG33758
D6W4U0	FBgn0034997	CG3376
Q2MGL5	FBgn0053764	CG33764
Q4ABI0	FBgn0053766	CG33766
Q4ABH9	FBgn0053767	CG33767
Q4ABH8	FBgn0053768	CG33768
Q4ABH7	FBgn0053769	CG33769
Q4ABH6	FBgn0053770	CG33770
Q4ABH5	FBgn0053771	CG33771
Q4ABH4	FBgn0053772	CG33772
Q4AB21	FBgn0053773	CG33773
A1Z7U3	FBgn0053774	CG33774
A1Z924	FBgn0053775	CG33775
Q4ABK1	FBgn0053777	CG33777
Q2MGK0	FBgn0261290	CheA84a
Q4AB36	FBgn0053783	CG33783
Q4AB35	FBgn0053784	CG33784
A1ZBX4	FBgn0061362	CG33785
Q8SYJ9	FBgn0061361	CG33786
P84040	FBgn0001200	His4
P84040	FBgn0013981	His4r
P84040	FBgn0051611	His4:CG31611
P84040	FBgn0053869	His4:CG33869
P84040	FBgn0053871	His4:CG33871
P84040	FBgn0053873	His4:CG33873
P84040	FBgn0053875	His4:CG33875
P84040	FBgn0053877	His4:CG33877
P84040	FBgn0053879	His4:CG33879
P84040	FBgn0053881	His4:CG33881
P84040	FBgn0053883	His4:CG33883
P84040	FBgn0053885	His4:CG33885
P84040	FBgn0053887	His4:CG33887
P84040	FBgn0053889	His4:CG33889
P84040	FBgn0053891	His4:CG33891
P84040	FBgn0053893	His4:CG33893
P84040	FBgn0053895	His4:CG33895
P84040	FBgn0053897	His4:CG33897
P84040	FBgn0053899	His4:CG33899
P84040	FBgn0053901	His4:CG33901
P84040	FBgn0053903	His4:CG33903
P84040	FBgn0053905	His4:CG33905
P84040	FBgn0053907	His4:CG33907
P84040	FBgn0053909	His4:CG33909
Q0E8J6	FBgn0035240	CG33791
A1Z931	FBgn0053792	CG33792
Q4ABJ4	FBgn0053795	CG33795
Q4ABJ5	FBgn0053796	CG33796
A1Z977	FBgn0053798	CG33798
Q9W269	FBgn0034716	Oatp58Dc
A1Z7Y9	FBgn0262594	CheA46a
Q4ABE3	FBgn0053801	His1:CG33801
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
Q4ABD8	FBgn0053807	His1:CG33807
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
Q9W270	FBgn0034715	Oatp58Db
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
P02299	FBgn0053851	His3:CG33851
P02299	FBgn0053854	His3:CG33854
P02299	FBgn0053857	His3:CG33857
P02299	FBgn0053860	His3:CG33860
P02299	FBgn0053863	His3:CG33863
P02299	FBgn0053866	His3:CG33866
P02255	FBgn0001195	His1
P02255	FBgn0051617	His1:CG31617
P02255	FBgn0053804	His1:CG33804
P02255	FBgn0053810	His1:CG33810
P02255	FBgn0053813	His1:CG33813
P02255	FBgn0053816	His1:CG33816
P02255	FBgn0053819	His1:CG33819
P02255	FBgn0053822	His1:CG33822
P02255	FBgn0053825	His1:CG33825
P02255	FBgn0053828	His1:CG33828
P02255	FBgn0053831	His1:CG33831
P02255	FBgn0053837	His1:CG33837
P02255	FBgn0053840	His1:CG33840
P02255	FBgn0053843	His1:CG33843
P02255	FBgn0053846	His1:CG33846
P02255	FBgn0053849	His1:CG33849
P02255	FBgn0053852	His1:CG33852
P02255	FBgn0053864	His1:CG33864
P84051	FBgn0001196	His2A
P84051	FBgn0051618	His2A:CG31618
P84051	FBgn0053808	His2A:CG33808
P84051	FBgn0053814	His2A:CG33814
P84051	FBgn0053817	His2A:CG33817
P84051	FBgn0053820	His2A:CG33820
P84051	FBgn0053823	His2A:CG33823
P84051	FBgn0053826	His2A:CG33826
P84051	FBgn0053829	His2A:CG33829
P84051	FBgn0053832	His2A:CG33832
P84051	FBgn0053835	His2A:CG33835
P84051	FBgn0053838	His2A:CG33838
P84051	FBgn0053841	His2A:CG33841
P84051	FBgn0053844	His2A:CG33844
P84051	FBgn0053847	His2A:CG33847
P84051	FBgn0053850	His2A:CG33850
P84051	FBgn0053862	His2A:CG33862
P84051	FBgn0053865	His2A:CG33865
P02299	FBgn0001199	His3
P02299	FBgn0051613	His3:CG31613
P02299	FBgn0053803	His3:CG33803
P02299	FBgn0053806	His3:CG33806
P02299	FBgn0053809	His3:CG33809
P02299	FBgn0053812	His3:CG33812
P02299	FBgn0053815	His3:CG33815
P02299	FBgn0053818	His3:CG33818
P02299	FBgn0053821	His3:CG33821
P02299	FBgn0053824	His3:CG33824
P02299	FBgn0053827	His3:CG33827
P02299	FBgn0053830	His3:CG33830
P02299	FBgn0053833	His3:CG33833
P02299	FBgn0053836	His3:CG33836
P02299	FBgn0053839	His3:CG33839
P02299	FBgn0053842	His3:CG33842
P02299	FBgn0053845	His3:CG33845
P02299	FBgn0053848	His3:CG33848
